"marker","chr","pos"
"gUNC2073776","1",68.6244422835508
"SFT016564456","1",69.8775030415658
"gUNC2097425","1",70.0644930855183
"gUNC2111325","1",70.9988098860411
"mJAX00012213","1",72.6146929167822
"S6J016707095","1",73.5089607166105
"SAJ016739818","1",74.8299110378195
"gUNCHS003215","1",75.1492
"S6T016769386","1",75.1492
"gUNC2173489","1",75.26172
"S1H016803365","1",75.26172
"gUNC2184852","1",75.26172
"mUNC010353604","1",75.2842934925793
"gJAX00277311r","1",80.6869101470896
"gJAX00277549","1",81.1547483443665
"gUNCHS003416","1",81.2751579313572
"SSH017130990","1",81.4289216476602
"SSR017160800","1",81.90469
"gUNC2299232","1",82.0072626306258
"gUNC2308922","1",82.7716173368187
"S6J017252720","1",82.95713
"S3N017323697","1",84.6205920700003
"S2H017427232","1",88.016522093372
"S2H017427579","1",88.0192708764286
"gUNC2368826","1",88.03173
"gUNC2376911","1",88.36306
"gJAX00013701","1",88.7631323856571
"gUNC2387976","1",89.5603836429102
"UNCHS003666","1",91.71603
"gUNC2409375","1",92.7505193926361
"mUNC2410175","1",92.8994829496958
"gUNC2412055","1",93.2680306938706
"gUNC2415435","1",93.47197
"gUNC2415435b","1",93.47197
"gUNC2415693","1",93.47197
"SFT017595245","1",93.47197
"ST2017597987","1",93.6892228795365
"ST2017598286","1",93.7160578497118
"ST2017598296","1",93.7169430310197
"ST2017603365","1",94.1710267070354
"ST2017603515","1",94.1845122829929
"gJAX00280323","1",94.5103151680777
"mUNC2429277","1",94.68968
"gUNCHS003721","1",94.68968
"mUNC2430731","1",94.68968
"gUNC2431046","1",94.68968
"gUNC2431585","1",94.68968
"gUNC2433755","1",94.68968
"UNC2434587","1",94.68968
"JAX00280488","1",94.7696039967787
"UNC2435874","1",94.7734779176254
"S2J017703609","1",95.95361
"UNC2448512","1",95.95361
"gUNC2448897","1",95.95361
"gJAX00280763","1",95.95361
"SX1017717580","1",95.95361
"UNC2449523","1",95.95361
"JAX00014139","1",95.95361
"JAX00014166","1",96.1440640838098
"gUNC2453835","1",96.1581888909937
"gUNC2456034","1",96.2463116251549
"gUNC2457020","1",96.2956604607238
"UNC2457544","1",96.3198709097411
"gJAX00014191","1",96.3294766559109
"gUNC2460751","1",96.5779999464057
"mJAX00014283","1",96.7565756190952
"mJAX00014283b","1",96.7565756190952
"gUNC2495151","2",1.70562700391514
"gUNC2501218","2",1.97608
"gUNCHS003923","2",2.06575831413293
"gUNC2522862","2",2.26665822308372
"gUNC2553197","2",4.91645380159971
"gUNC2561908","2",6.22794055396931
"S6J020446834","2",6.6572214525276
"gJAX00091360","2",7.81928561336255
"SBJ020533570","2",8.12136128507727
"gUNC2610362","2",8.52500663035736
"mUNC2619648","2",8.97162312560646
"mUNC2624191","2",9.21559874947846
"gUNC2633019","2",9.6685792243494
"gbackupJAX00215705","2",10.0967629117295
"mJAX00484113","2",10.5047630935938
"gJAX00484223","2",11.026040432419
"gUNC2663264","2",11.14031
"S6J020782084","2",11.8099467892739
"gUNC2679953","2",12.2133873891998
"gUNC2688214","2",12.7615888942428
"gUNC2706030","2",13.163515099123
"gUNC2711956","2",13.3284503050715
"gUNCHS004244","2",15.8306459044823
"gUNC2767893","2",17.0311056683745
"gUNC2770303","2",17.1941196314672
"SFT021080567","2",17.4116844919132
"gUNC2781257","2",17.62255
"gUNC2792471","2",17.62255
"SFH021332690","2",20.6438079996892
"mUNC2848293","2",20.7108557428193
"SFT021381098","2",21.07221
"gJAX00093084","2",22.3132732349484
"gJAX00487283","2",22.39952
"gJAX00487617","2",22.73613
"mUNC020306643","2",22.73613
"gJAX00487704","2",22.8558509189377
"gUNC2935160","2",23.41286
"S6J021689509","2",23.41286
"gUNC2944490","2",23.66977
"B10020044238","2",24.6228895987184
"SBR021781453","2",25.4244063053955
"SBC021868182","2",25.79228
"gUNC2998289","2",26.22176
"mJAX00488677","2",26.2629774141327
"mbackupJAX00094100","2",26.9296108934319
"gUNCHS004928","2",27.7530846374727
"SBT022045776","2",27.8371740845399
"gJAX00490113","2",29.84444
"UNC3120836","2",29.8975715567026
"mUNC3124756","2",30.48099
"gUNC3159715","2",32.7999405254158
"gUNC3168121","2",33.4378273528277
"mUNC3175666","2",33.74088
"gUNC3179577","2",34.03511
"S6Y022619844","2",36.72783
"gUNC3223501","2",36.9136048921154
"mUNC020087824","2",37.29051
"gUNC3230084","2",37.29051
"UNC3239202","2",37.4545671127814
"UNC3247099","2",37.46733
"UNC3251467","2",37.5413729007342
"SX1022720755","2",37.67559
"gUNC3266951","2",37.67559
"UNC3268533","2",37.67559
"UNC3272772","2",37.7894263983353
"SX1022779779","2",39.13003
"gUNC3278810","2",39.13003
"gUNC3282025","2",39.19454
"UNC3290343","2",39.6030821847569
"gUNC3294360","2",40.1507450402778
"S3R022843244","2",40.62011
"gUNC3308187","2",41.0145087843952
"SFT022884953","2",41.1887967342039
"gUNC3316097","2",41.5006017663276
"gUNC3339978","2",42.35347
"S6Y023054737","2",43.15456
"gUNC3390481","2",45.1797790328866
"gbackupUNC020104494","2",45.4118040917303
"gJAX00096462","2",47.16563
"gUNC3435709","2",47.29135
"gJAX00494942","2",47.54285
"S3N023421264","2",47.8974
"S6Y023436902","2",47.8974
"mUNC3484677","2",48.1644099725326
"gUNC3545364","2",49.83554
"gUNC3568598","2",50.4971114477723
"mJAX00497664","2",51.58314
"gUNC3633403","2",51.87676
"gUNC3659049","2",52.33789
"gUNCHS006044","2",52.64164
"gUNC3707804","2",54.0883764421262
"gUNC3715557","2",54.32237
"gbackupUNC020481320","2",54.76105
"mUNC020137208","2",54.95871
"gJAX00098744","2",55.22579
"gJAX00499986","2",55.5038058051325
"ST2024553732","2",55.6780277227008
"gUNC3786561","2",55.9575022578303
"S6H024601566","2",56.1644157774062
"gUNC3792842","2",56.1986821587193
"S6J024630823","2",56.4618801932267
"gUNC3799927","2",56.4668344766352
"S1L024667345","2",57.0587561556204
"gUNC3835514","2",57.65878
"gUNC3839051","2",58.1573123178131
"S2R024811869","2",58.51455
"gUNC3855439","2",58.56981
"S6H024911240","2",58.8705297316935
"SFT024968011","2",58.89364
"mUNC020185566","2",58.89364
"gUNC3906007","2",59.5864273841456
"S3C025030184","2",59.96074
"S3C025039182","2",59.96074
"S3N025049252","2",59.96074
"gUNC3923424","2",59.96074
"gUNC3939722","2",60.5906281014513
"UNC3945744","2",60.83259
"S1J025150046","2",60.83259
"gUNC3955258","2",61.3402396376704
"gUNC3964649","2",61.3872846676685
"mbackupJAX00503740","2",61.4831525058093
"gUNC3987593","2",62.34158
"gUNC3995273","2",62.93855
"gUNC4003979","2",63.3499670394543
"gUNC4015115","2",63.7168888603211
"gUNC021476603","2",64.806
"gUNCHS006892","2",65.1354973780753
"mUNC021491922","2",66.2819872031901
"S6J025539200","2",66.5787412076685
"gUNC4075526","2",66.71366
"S3J025584622","2",67.0708804511962
"gUNC4082030","2",67.39593
"gUNC4088737","2",67.39593
"gUNC4094001","2",67.39593
"S2H025660521","2",68.32521
"S2R025661119","2",68.32521
"gUNCHS007020","2",68.32521
"S2H025673260","2",68.4053445683739
"S2H025715658","2",69.0724406541085
"gUNC4128983","2",69.07729
"gUNC4133510","2",69.07729
"S2H025777100","2",69.20576
"mUNC020504947","2",69.3624223602498
"gJAX00506345","2",69.46761
"SSH025853615","2",69.7010819328537
"S3C025863071","2",70.5810920396551
"gUNC4170760","2",70.81307
"S6R025872386","2",70.81307
"S3C025878727","2",70.81307
"mUNC4181145","2",71.0192556904607
"gUNCHS007216","2",71.5639949210606
"SFH025925531","2",71.5913621714891
"gUNC4231083","2",73.01651
"gJAX00507625","2",73.59198
"gJAX00101874","2",74.7111080582052
"S6Y026254681","2",75.57877
"gUNC4297878","2",76.2118733548814
"gUNC4312479","2",76.89895
"gUNC4331573","2",78.1613
"mUNC020545758","2",78.2608154874012
"S6J026413436","2",79.10113
"gUNCHS007610","2",79.9411910818035
"ST2026499508","2",81.13085
"gUNC4384936","2",82.3111800920632
"S3C026573137","2",83.34499
"gUNC4402698","2",83.34499
"gUNC4410736","2",83.45696
"gUNC4422942","2",84.1732308211927
"gUNC4478974","2",87.67538
"gUNC4505252","2",91.5542766460978
"gUNC4513522","2",92.73116
"SFT026879001","2",92.8018285164746
"gJAX00103339","2",95.7134977557666
"gUNC4569394","2",98.2469912746822
"gJAX00512917","2",99.8370862232013
"S2J027222691","2",101.137293089696
"gUNC4601969","2",101.568983928899
"mbackupUNC030360530","3",0.43994
"mbackupUNC030360676","3",0.43994
"gJAX00103952","3",0.43994
"mUNC030749946","3",0.43994
"SAH030317027","3",0.62732
"SBJ030341629","3",0.62732
"gUNC4683846","3",0.833614521984379
"S2J030435656","3",1.34803906141355
"gUNC4707997","3",1.4130231099856
"gUNC4743317","3",1.47823
"gUNC4746232","3",1.47823
"gUNC4762747","3",1.93622982070418
"gUNC4799475","3",3.61355838382084
"gUNC4805771","3",3.80969949309137
"S6J030852497","3",5.70080945635221
"gUNC4850842","3",6.02474
"S2T030880180","3",6.02474
"gbackupUNC030870967","3",6.15108397383746
"gUNC4879415","3",7.89304416161647
"gUNC4889029","3",8.44535278869076
"gUNC4894822","3",8.87298330918992
"gJAX00105532","3",9.26864
"JAX00105599","3",10.0178329775387
"mUNC4926757","3",10.0420794891933
"mUNC030031869","3",14.1352972628525
"S6H031356365","3",14.807766138887
"gUNC5009091","3",14.8794552692584
"gUNCHS008393","3",15.5147
"mUNC030404303","3",16.90505
"gUNC5075799","3",16.9913465124754
"gUNC5091100","3",17.4305713528449
"mbackupUNC030068994","3",18.6768928146432
"S3R031757419","3",18.73872
"gbackupJAX00106851","3",18.73872
"gUNC5165298","3",18.83122
"gUNC5166570","3",18.83122
"gUNC5178113","3",19.133428225484
"gUNC5194701","3",19.2272
"gUNC5208223","3",20.10837
"gUNC5236692","3",20.1644703368687
"gUNC5261264","3",21.5136316924783
"gUNC5287977","3",23.86681
"gUNC5295127","3",24.0237909214385
"S6J032196596","3",24.7100649556517
"gUNC5318563","3",25.1509818425294
"gUNC5336362","3",26.2004589618077
"gUNC5340488","3",26.5245168045271
"SFT032312646","3",26.5656751973398
"gUNC5346073","3",26.8131043829856
"S6R032356494","3",27.2644323129395
"gUNCHS008823","3",27.4669498838632
"gUNC5359394","3",27.5055612895351
"gUNC5373318","3",28.1202125636326
"S6J032449077","3",28.1383841620417
"S6J032571692","3",28.58875
"mJAX00525099","3",28.58875
"S3C032620697","3",28.6300819022659
"mJAX00525416","3",28.68038
"SFT032662274","3",28.8750114745891
"gUNC5435272","3",29.2209047633899
"gUNC5440607","3",29.5335407483746
"UNC5440607","3",29.5335407483746
"gUNCHS008973","3",30.4515102433468
"mbackupUNC030473223","3",31.02596
"gJAX00108948","3",31.0870126666131
"gUNC5525340","3",32.04348
"gUNC5532424","3",32.04348
"SFH032991585","3",32.1042243263887
"gUNC5560335","3",32.4645656758382
"UNC5560335","3",32.4645656758382
"gUNCHS009090","3",32.75796
"JAX00109308","3",33.2176362121968
"backupUNC030615251","3",33.35242
"mbackupUNC030615251","3",33.35242
"UNC5598889","3",33.35242
"SS6033151917","3",33.35242
"gJAX00527593","3",33.35242
"gUNC5637295","3",34.3529440150522
"UNC5649841","3",34.4289813391353
"gUNCHS009192","3",35.2035218096712
"UNC030485727","3",35.4432465463195
"UNC5669462","3",35.7600087066879
"SAH033394051","3",36.15505
"UNC5688280","3",36.1962193090731
"UNC5690039","3",36.27462
"mUNC030135021","3",36.27462
"gUNC5711888","3",36.3344
"JAX00110025","3",36.63341
"gUNCHS009315","3",36.969123645318
"UNCHS009315","3",36.969123645318
"gUNC5732520","3",37.45727
"UNC5733646","3",37.45727
"JAX00110148","3",37.45727
"UNC5736210","3",37.4999755843717
"gJAX00110225","3",37.7777961236727
"JAX00110225","3",37.7777961236727
"JAX00529857","3",38.0216749608765
"gJAX00529985","3",38.4984679821422
"UNC5755533","3",38.5153874265665
"UNC5762510","3",38.55325
"SS6033794184","3",39.15381
"SS6033839129","3",40.07442
"SFT033893264","3",40.46144
"UNC5800029","3",40.46144
"UNC5807613","3",40.7547555606042
"mUNC030674885","3",41.1496690466022
"S6R033964247","3",41.42681
"UNC031303497","3",41.42681
"S6Y033972444","3",41.4344969473717
"UNC5831385","3",41.6336952350591
"gJAX00531626","3",41.6770299659951
"SS6034009134","3",42.0090796413159
"SS6034009593","3",42.0237259787362
"gUNC5836999","3",42.1736516782417
"UNC5847715","3",42.4417429148445
"UNC5848474","3",42.4758682044221
"UNC5855250","3",42.72828
"UNC5855546","3",42.72828
"UNC5856401","3",42.72828
"S6J034107260","3",43.67443
"S6J034128520","3",43.67443
"gUNC5883020","3",43.94374
"JAX00111268","3",44.04773
"mUNC030504743","3",44.7337357551439
"gUNCHS009717","3",44.88033
"UNC030165183","3",44.88033
"mbackupUNC031344859","3",44.88033
"S6T034284628","3",45.0223815230876
"S6J034303255","3",45.2599
"gUNC5923673","3",45.2599
"gUNC5924294","3",45.2599
"gUNC5933912","3",46.3299255569097
"mUNC5954963","3",46.9889938946308
"SFT034447601","3",47.2464
"gUNC6002742","3",47.78282
"SS6034626385","3",48.4362
"gUNC6032774","3",48.8268137804929
"UNCHS009891","3",48.8706118716043
"gbackupUNC030187275","3",49.3273024925466
"mUNC030523155","3",50.8423233292256
"gUNC6086937","3",51.0718732586902
"B6_03-120369799-S","3",51.1648230460975
"mB6_03-120369799-S","3",51.1648230460975
"gUNC6098776","3",51.37422
"UNC030194728","3",51.37422
"gUNC6114888","3",51.8123294767488
"S3C034928154","3",52.2602152558277
"S3C034928156","3",52.260226122117
"mUNC6132276","3",53.01655
"SBC034941050","3",53.01655
"SAH034955442","3",53.0771837995805
"mUNC6143652","3",53.12013
"SAC034985723","3",53.12013
"gJAX00536654","3",53.12013
"UNC6208306","3",55.1497615499933
"gUNC6215314","3",55.4876109569872
"UNC6219668","3",56.10869
"UNC6221860","3",56.2222407033895
"UNC6221985","3",56.2343341789184
"gUNC6222319","3",56.2886692965776
"UNC6222319","3",56.2886692965776
"UNC6222615","3",56.3181256834369
"UNC6225534","3",56.5036022631686
"S6Y035232901","3",59.0552978132579
"SSR035263141","3",59.472752137341
"SSH035274752","3",59.6780336947913
"SSH035274975","3",59.681699800941
"gUNC6264274","3",59.74685
"SSR035282789","3",59.7476211161085
"SSR035282807","3",59.7477451091648
"SSR035282975","3",59.7489030177717
"SSR035282992","3",59.7490149407074
"gUNC6265372","3",59.7490920248862
"gUNC6265372b","3",59.7490920248862
"gJAX00113359","3",59.9339354915886
"S6J035325488","3",59.9991982695144
"gJAX00113456","3",60.5171913517131
"gUNC6309280","3",60.98269
"D1H035703953","3",65.11674
"gUNC6421327","3",65.11674
"S2H035708819","3",65.11674
"gUNC6450714","3",67.5469198749529
"S6J035852681","3",69.46363
"gUNC6475139","3",69.46363
"gUNC6478289","3",70.468798944963
"gJAX00541929","3",73.9147894695367
"gJAX00541998","3",74.68683
"gUNC6530830","3",74.8458323995472
"gUNC6544103","3",75.2387337861554
"mUNC6547782","3",75.38876
"SSH036086655","3",75.4565371647471
"gUNC6570745","3",76.7380349576054
"gUNCHS010452","3",77.7474855111494
"gUNC6596659","3",78.51027
"mUNC6606962","3",78.9100904233883
"S6J036281282","3",79.3357574205278
"gUNC6617899","3",79.5749958126715
"gUNC6649201","4",0.88983
"SFR040193574","4",0.88983
"mJAX00115551","4",0.94715
"mUNC040002854","4",1.23175
"gUNC6709591","4",2.46844363277136
"gUNC6760525","4",4.04623707734731
"gUNC6772759","4",4.47763603167729
"mUNC040484828","4",4.70837989887683
"gUNC6822655","4",5.40465
"gUNCHS010808","4",7.059014581527
"gUNC6896735","4",8.63567
"gUNC6905295","4",8.76188482735572
"S2H041022378","4",8.90492
"gUNC6921057","4",8.97862
"mUNC040032262","4",9.42924
"mUNC040390571","4",9.68761380552204
"gUNC6976496","4",11.30751
"mbackupUNC040036735","4",11.30751
"SFT041323072","4",12.976343763304
"gUNCHS010961","4",13.206386429232
"gUNC7035643","4",14.92231
"gUNC7050195","4",15.5768445163155
"gJAX00117877","4",18.20446
"gUNC7075573","4",18.20446
"gJAX00548572","4",18.2176945011089
"mbackupUNC040051095","4",18.2892163100637
"gUNCHS011039","4",18.5190957113316
"mUNC7114925","4",18.76382
"SS6041718475","4",21.229124040298
"gUNC7129204","4",21.28896
"SAJ041754242","4",21.34292
"gJAX00549476","4",21.8374794907113
"mUNC7170328","4",22.762385212644
"gUNCHS011178","4",23.180967137105
"SBC041880461","4",24.156542564895
"gUNC7186049","4",24.2335572628558
"UNC7198791","4",24.35022
"gUNC7200671","4",24.389994579244
"gUNC7205485","4",24.55324
"mUNC041084362","4",25.0299672713589
"mJAX00118885","4",25.55525
"S3C042109508","4",26.84527
"S6J042147777","4",27.0125151709634
"S6J042168044","4",27.3645282837323
"S6Y042191713","4",27.6208363689361
"gUNC7283374","4",27.7932727160798
"gUNC7288237","4",27.9707113810449
"gUNC7300184","4",29.2937639548953
"gJAX00551855","4",29.91957
"gUNC7322324","4",30.04463
"gUNCHS011435","4",30.8103716318832
"S6Y042530203","4",32.42376
"S3C042531961","4",32.42376
"gUNC7370285","4",32.4415999148786
"gUNC7383428","4",32.53351
"mUNC7391813","4",32.668686829807
"mUNC041185462","4",32.9405263348707
"S6J042655196","4",33.08796
"SBC042661161","4",33.08796
"mUNC040401940","4",33.423922644213
"gUNC7443378","4",33.50903
"S2T042804384","4",34.40335
"gUNC7467228","4",34.40335
"gUNC7479389","4",34.54187
"gJAX00120452","4",34.54187
"mUNC7528789","4",35.84531
"SFT043073624","4",35.84531
"gUNC7543548","4",35.84531
"gUNC7551931","4",35.84531
"gUNC7565502","4",36.0569738930017
"gUNC7580591","4",36.40022
"gUNC7591097","4",36.40022
"gUNC7598588","4",36.461807886464
"mbackupUNC040157393","4",36.89854
"mJAX00555843","4",37.7348854436031
"S6J043337572","4",38.05439
"S6J043436429","4",38.91761
"gJAX00556703","4",39.29609
"gUNC7677604","4",39.3980275798223
"SBT043527032","4",40.0903151395379
"gUNC7722464","4",40.95183
"B10040091345","4",41.20821
"gUNC7746435","4",41.748961324777
"gUNC7754999","4",41.85617
"SFT043758697","4",41.85617
"S6J043909105","4",44.28748
"gUNC7815041","4",44.3723
"SFT044029681","4",44.53422
"gUNC7852981","4",45.6655988383502
"gJAX00122682","4",46.35012
"mbackupUNC040545931","4",47.5954948416794
"gJAX00122831","4",48.15362
"SBT044264560","4",48.40909
"mUNC7939797","4",48.91853
"gUNC7953854","4",49.50907
"S6Y044374759","4",50.02615
"gJAX00561819","4",50.02615
"gUNC7966272","4",50.16211
"gUNC7975969","4",50.26909
"S6Y044461889","4",50.26909
"gUNCHS012429","4",50.26909
"mbackupUNC040653449","4",50.75083
"mUNC040260326","4",51.46854
"gUNC8040300","4",51.8252799957656
"B10040117767","4",52.2050781807024
"gUNC8096793","4",55.24568
"SFT045034977","4",58.1365280238929
"gUNC8158630","4",58.1921831646294
"gUNC8165193","4",59.4319216555859
"SFT045112038","4",60.35627
"S1L045151423","4",60.9668231745642
"gJAX00124567","4",61.95363
"B10040131202","4",63.19711
"gJAX00567286","4",65.17174
"S6H045383934","4",65.5913559072947
"S6H045478139","4",67.71824
"SAH045482141","4",67.7771669354081
"gUNC8308485","4",67.8031551648643
"ST2045553443","4",69.23979
"SAH045580624","4",69.3947592210945
"SFT045612173","4",70.24515
"S6T045628586","4",70.8651277869384
"S3C045659529","4",72.975720392337
"gUNC8380344","4",73.5396236835897
"S3N045698174","4",74.2488479241383
"S2T045699915","4",74.3048529427092
"UNCHS013166","4",75.2159213540529
"mUNC8397172","4",76.0254966972771
"mUNC041634270","4",76.8142
"mUNC040357800","4",77.38913
"S6J045946472","4",77.4549442086308
"gJAX00570373","4",77.7450933888694
"SFH046041856","4",80.17251
"S6J046095085","4",81.7145955515703
"gUNC8478387","4",81.7300329538046
"gUNC8490992","4",82.1839455448715
"gUNC8519564","4",84.2658835216619
"gUNC8536472","4",86.477220745925
"gUNC8538182","4",86.9660706640443
"mUNC050000078","5",0.130432762210936
"mUNC050443053","5",0.64395086164331
"mbackupUNC050316601","5",0.916647743215304
"gUNC8594535","5",1.61395
"gUNC8637633","5",2.1557217816516
"mUNC050320016","5",3.34852448668188
"backupUNC050029531","5",5.44119169452808
"gUNCHS013549","5",5.50979631086918
"S6J050685107","5",6.16659894323876
"gUNC8734617","5",6.78311202985691
"mbackupUNC050044412","5",8.06436
"gUNC8767041","5",8.06436
"ST2050898867","5",8.306
"S3N050967758","5",8.98805316015089
"gUNC8812264","5",10.0054357333904
"gUNC8816497","5",10.1991
"gUNC8825065","5",10.63374
"gUNC8834177","5",10.63374
"gUNC8852133","5",11.4981966288055
"gUNCHS013803","5",13.1703577222079
"gUNC8884202","5",13.890337210937
"gJAX00128535","5",15.63934
"UNCHS013958","5",16.2048190484805
"gbackupUNC050328531","5",16.2288826171477
"gUNCHS014010","5",17.2881975641741
"gUNC9005338","5",19.3062447141521
"mUNC9036507","5",20.8685671404122
"gUNCHS014164","5",21.3865596860342
"SSH051911348","5",24.32054
"gUNC9142259","5",25.0354319130264
"SAH052029235","5",25.17805
"mbackupUNC050100821","5",25.17805
"gUNC9173622","5",25.30662
"S6J052074566","5",25.5099934587742
"gUNC9177947","5",25.65355
"UNC9186153","5",26.5190857807565
"SS6052101881","5",26.5368169578235
"UNC9187011","5",26.6205536191938
"gUNC9188232","5",26.7736137274354
"UNC9188232","5",26.7736137274354
"UNC9188989","5",26.8507219113976
"SS6052112351","5",27.024183206988
"SS6052131498","5",27.3332424776449
"UNC9201031","5",27.6893320104003
"gJAX00582803","5",27.94856
"UNC9210368","5",28.0310241528536
"S6J052176430","5",28.0370538493635
"gUNCHS014424","5",28.0916824799793
"JAX00582948","5",28.1285021678891
"gUNC9215457","5",28.4988925704127
"UNC9217163","5",28.7818764106451
"gJAX00130262","5",28.9362246484575
"JAX00130262","5",28.9362246484575
"gUNC050977354","5",29.1711198707481
"gUNC9260127","5",29.91
"gUNC9283770","5",29.91
"UNC9292055","5",30.12334
"gJAX00583968","5",30.23948
"JAX00583968","5",30.23948
"SS6052470923","5",30.23948
"UNC9309125","5",30.2837345716924
"gUNC9315818","5",30.29425
"JAX00584163","5",30.29425
"SS6052522144","5",30.4731997652383
"mUNC9323394","5",30.8321890142291
"UNC9323394","5",30.8321890142291
"UNC9325489","5",31.0448
"UNC9330658","5",31.0448
"SS6052559814","5",31.0448
